text,author
是的，他是去看他的弟弟，与中国的英雄,LS
“没主意也得想！想！想！快着！“,LS
瑞宣呆呆的看着自己的脚,LS
再说，街上还能买到东西，就是“天下太平“的证据，也好教老人高兴一点,LS
她向晓荷说明：“反正桐芳爱飞眼，教她多瞟李空山两下，他不是就不紧迫着要高第了吗？你知道，高第也得招呼着蓝东阳啊！“,LS
两个孩子不客气的，有时候由老远跑来，用足了力量，向他的腹部撞去，撞得他不住的咧嘴；有时候他们故意用很脏的手抓弄他的雪白的衣裤，他也都不着急，而仍旧笑着拍拍他们的头,LS
“我去！我去！“祁老人紧赶着说,LS
他们家中的妇人永远向他们微笑，仿佛他们两个是一对小的上帝,LS
坐上车，他觉得有点不是劲儿,LS
真的，天安门前是多么静寂呀,LS
她马上要告诉小孙女：“你爸爸没了事作，想吃共和面恐怕也吃不上了！“可是，她没有这么说出来,LS
那街道，铺户，与路旁落了叶子的树，也都不错，是她所熟识的,LS
“我要是给它个外国名字，告诉你它是拜耳的特效药，你心里大概就舒服了！我可是不欺人！该用西药，我用西药；该用中药，就用中药；我是要沟通中西医术，自成一家！“,LS
瑞丰没有详细的揣摩老人的责骂，而只觉到委屈与不平,LS
今天，他可是立住了,LS
钱诗人向瑞全一点手，拐着腿，走进最北边的那间小屋,LS
瑞丰和他的摩登太太一向不注意国事，也不关心家事；大门既被祖父封锁，只好在屋里玩扑克牌解闷,LS
“不行？什么不行？“大赤包挺起身来问,LS
北平的一般人，可是，并没怎么十分注意这些事,LS
与醉鬼们的狂呼掺杂在一处的是号外，号外的喊声,LS
吊起他的眼珠，他向四外寻，希望看见个熟人；找不到，天安门前是多么大呀，找人和找针一样的难,LS
老人是最讲规矩的，看明白瑞丰的样子，他的白胡子抖起来,LS
有一个很小很小的便衣的日本人，象一头老鼠似的，在铁栅外看了他一眼，而后笑着走开,LS
马寡妇赶紧把门关好，象耳语似的对长顺说：“不要听孙七的，咱们还是老老实实的过日子，别惹事！反正天下总会有太平了的时候！日本人厉害呀，架不住咱们能忍啊！“老太太深信她的哲理是天下最好的，因为“忍“字教她守住贞节，渡过患难，得到象一个钢针那么无趣而永远发着点光的生命,LS
他很想跑到日本宪兵营去，报告全胡同的人都“反动“，一下子把他们全送进监狱里去！,LS
一路上，他还没停止住思索,LS
好久，好久，他才又看见了眼前的一切，也发觉了李四爷用手在后面戗着他呢,LS
他打听明白，凡是日本人占领的地方，铁路公路两旁二十里以内，都只准种白薯,LS
老三始终没提到家中的问题；老三对啦！要顾家，就顾不了国,LS
各种各样的葡萄，各种各样的梨，各种各样的苹果，已经叫人够看够闻够吃的了，偏偏又加上那些又好看好闻好吃的北平特有的葫芦形的大枣，清香甜脆的小白梨，象花红那样大的白海棠，还有只供闻香儿的海棠木瓜，与通体有金星的香槟子，再配上为拜月用的，贴着金纸条的枕形西瓜，与黄的红的鸡冠花，可就使人顾不得只去享口福，而是已经辨不清哪一种香味更好闻，哪一种颜色更好看，微微的有些醉意了！,LS
这位居孀老太太的嘴，可不象个寡妇嘴，什么脏字儿都敢出口,LS
“我们要是去报告，或者管上一管，保不住这些混账东西就会想方设法把做小买卖的抓起来,LS
楞了一会儿，他把声音放得更低了些，说：“你知道吗，我的老二今天回来啦！“,LS
野求还紧紧的拉着姐丈的臂,LS
钱老人已经能坐起一会儿来了,LS
虽然如此，可是还没法不活下去,LS
晓荷和瑞丰不肯走，他们既找对了地方，怎能不见到招弟就轻易的走开呢！？,LS
秋晴并没有教他们两个觉到爽朗,LS
随便的扒搂了一碗饭，他便躺在床上胡思乱想,LS
中秋前后是北平最美丽的时候,LS
没钱自家起火的街坊，可以到他这儿来烧点儿茶水，做点吃的,LS
还算好，他是第一批被驱逐进来的，所以得到了一个椅子,LS
瑞宣恨不能一拳一个都把他们打倒，好好的踢他们几脚,LS
小崔太太呢，听明白孙七的话，就只剩了落泪,LS
人肉不是为鞭子预备着的,LS
同时，在经验上，年纪上，排场上，她到底须让大赤包一步，所以不能不向大赤包讨教,LS
他开始不注意自己的外表,LS
第一，钱先生下了牢，不过还没有受刑，日本人想拉拢他；,LS
现在，他们才真感到国家，战争，与自己的关系，他们须把一切父子兄弟朋友的亲热与感情都放在一旁，而且只有摆脱了这些最难割难舍的关系，他们才能肩起更大的责任,LS
他切盼苏联继续打下去，解决了关东军,LS
他安分守己过了一辈子，如今，难道真的要去杀人么？迷迷忽忽的，他站在那儿发楞,LS
小程太太什么也不知道，不知道珍珠港，不知道世界在血泪里将变成什么样子,LS
“我得走！“瑞全重了一句,LS
砸她，拧她，咬她，都是好的教训,LS
一个日本军人见了女的，当然想不起别的，而只能想到女人的“用处“,LS
但是，为了自己的安全，他不惜拿出近乎发气的样子来,LS
因此，他所预备下的话，差不多都属于“下行“的：他会照应他们，他们理应感激与感谢他,LS
在全家中，她可以算作最明白的人，有时候她敢说几句他们最不爱听的话,LS
“对我个人这点伤害还是小事,LS
急忙穿上衣服，他轻轻的走出来,LS
他觉得他的态度已经表示得够明显，再多说恐怕就不怎么合适了,LS
可是，他决定不破戒,LS
两个妇人一边一个扯住老人的双臂，往院子里边扯,LS
瑞宣急忙又改了主意：“四爷爷！孙师傅！你们先家去歇一会儿，教四祖母在这里照应着她们婆媳,LS
到了算账的日子，几句话是无济于事的,LS
当她精神好的时候，她几乎和好人差不多；可是，忽然的一阵不舒服，她便须赶快去睡倒,LS
瑞宣没有闲心去想什么，可是他的泪不由的来到眼中,LS
他以为不久他就会成为跺跺脚便山摇地动的大瓢把子的,LS
她怕，可是绝不退缩,LS
瑞宣象陪着犯人到行刑场去似的往外送,LS
把五个蛋交出去，她把多年积下的脏野的字汇全搬出来，骂她自己，“那个老东西“，与日本人，因为她活了一世，向来没有用过五个鸡蛋给人家贺喜,LS
看着这张他心中的地图，他知道了中国人并不老实，并不轻易投降给敌人,LS
他劝过老二多少次，老二总把他的话当作耳旁风,LS
她忘了以前小姐的生活，不再往手指甲上涂上寇丹，而变成了个新的招弟,LS
高亦陀的心里没有一天忘记了怎样利用机会打倒大赤包，然后取而代之,LS
他们俩，这一对活鬼，特别的丑恶，讨厌，因为她刚刚看见了那慈祥的，勇敢的，有智慧的，菩萨,LS
他愿意歇业，而官厅根本不许呈报,LS
“有钱去逛上海，“太太并不因瑞丰的沉默而消了气：“你多咱才能有钱呢？嫁了你才算倒了霉！看这一家子，老少男女都是啬刻鬼，连看回电影都好象犯什么罪似的！一天到晚，没有说，没有笑，没有玩乐，老都撅着嘴象出丧的！““你别忙啊！“瑞丰的小干脸上笑得要裂缝子似的，极恳切的说：“你等我事情稍好一点，够咱们花的，再分家搬出去呀！“,LS
卖旧棉花的利钱，他和长顺三七分账；他七成，长顺三成,LS
墙上，正好和他的头一边儿高，有一张裱好的横幅，上边贴着七个女人的阴户,LS
找了好久，他看不到所要找的东西,LS
但是，嫁给谁呢？想到结婚，她便也想到危险，因为结婚并不永远象吃鱼肝油精那么有益无损,LS
在这改组的时节，原来在会的职员都被日本人传去，当面试验，以便选拔出几个处长和其他的重要职员,LS
除了教科书，还选了不少课外读物,LS
韵梅也不再出声，她的想象可是充分的活动着：她想老三必定是爬过山，越过岭，到过很远很远的地方，甚至于走到海边，看见了大海,LS
“不要想有钱的人就肯出钱！“李四爷冷静的说,LS
第三，他须把应洗刷的浸在头号的大瓦盆里,LS
他跑了几步，回头看了一眼，帽子只罩住人头的一半,LS
他的唇是干的，缩紧的，象两片能开能闭的刀片儿,LS
因为想不起更好的主意，瑞宣只好相信金三爷的办法,LS
这会儿，程长顺由门里跑出来，他楞头磕脑的，不管好歹的，开口就是一句：“刘师傅！听说你也耍狮子去啦？“,LS
他并不愿意给日本人当走狗，然而也的确怕日本人撤他的差,LS
看老人把酒又喝下去，他才说话：“你会作诗？“,LS
“不！“瑞宣好容易才找到了声音,LS
而后，他们又哄我说，别发愁，亏待不了他,LS
有一天，长顺来到，恰好瑞宣正因为晓荷刚来访看过而患头疼,LS
他的心和手都很笨，并不会暗中闹鬼儿耍手彩；他的不守牌规只是一种变相的敲钱,LS
他们慌乱、奔走、探听、勾结、竞争、唯恐怕落选——这回能登台，才能取得“开国元勋“的资格与享受,LS
“等我想一想看！“老人闭上了眼,LS
老二又去和妈妈与大嫂嘀咕了一大阵，他照样的告诉她们：“大哥不是不认识人，而是故意看我的哈哈笑！好，他不管我的事，我要是掉下来，就死吃他一口！反正弟弟吃哥哥，到哪里也讲得出去！“说完，他理直气壮的，叼着假象牙烟嘴，走了出去,LS
冠先生并不因此而不敢出门,LS
手中，他提着一个大粗布口袋，上面写着很大很黑的“敬惜字纸“,LS
生日一过，他感到疲乏；虽然还表示出他很关心大家怎样过中秋节，而心中却只把它作为生日的尾声，过不过并不太紧要，因为生日是他自己的，过节是大家的事；这一家子，连人口带产业，都是他创造出来的，他理应有点自私,LS
他要把一切阻障都去掉，而把自己化在那气息与律动之间，使自己变为无言的音乐,LS
假若钱少爷和日本人冲突，那就非也被捕不可,LS
他低声的告诉玉皇大帝：“该送礼的，我没落过后；该应酬的，我永远用最好的烟酒茶饭；我没错待过人哪！对太太，对姨太太，我是好的丈夫；对女儿，我是好的父亲；对朋友，我最讲义气；末了，对日本人，我五体投地的崇拜，巴结；老天爷，怎么还这样对待我呢？“他诚恳的祷告，觉得十分冤枉,LS
几次，他走到街门，又折了回来,LS
看和招弟闲谈的时间已经够了，亦陀使了个眼神，把李空山领到另一间屋里去,LS
几条黑影围住了他，几个枪口都贴在他身上,LS
他听到韵梅的脚步声,LS
三言两语的，他把来意说明,LS
她的声音里带着火苗，烧焦了她的喉舌,LS
他们总不约而同的耍那套不疼不痒的小把戏,LS
她必须起来，必须装出若无其事的样子，以无耻争取脸面,LS
老人一声声低唤，叫得天佑太太也跟着走了出来,LS
这是城市与乡间紧紧相连的地区；假若北平是一匹骏马，这却是它的一条又长又寒伧的尾巴,LS
那个小人儿似乎已给他判了案：“不敢用血肉相拚的，只能臭死在地上！“极快的，他从地上拔起腿来，沿着“海“岸疾走,LS
“嗯——“他答不出话来，头上忽然出了汗,LS
可是，牛教授只是个教授而已,LS
“眼看就很冷了，怎么倒卖皮的呢？“大伙计问,LS
他以为也许言语之间得罪了她，而她以为即使有一星半点的顶撞也犯不着这么客气,LS
不，他不但明白天下大势，而且对问题有深刻的认识，对人类的未来怀有坚定的信心,LS
当默吟到这里的时节，它的一切还都因陋就简的，把学校变为临时的监狱,LS
刘师傅的脸沉下来了,LS
他当了多年巡长，什么悲痛的场面都见过，他知道，两个女的一定得哭出声来，要是静静的光坐在那儿瞅着妞子，心里的悲痛一定会把人憋坏，特别是天佑太太准受不住,LS
平日他就讨厌大赤包，今天在日本鬼子进城的时节，他就觉得她特别讨厌：“说话可别带脏字儿，我告诉你！好男不跟女斗，我要是还口，你可受不了！“,LS
凌晨两点才解除警报,LS
她相信她的忠诚必能象孝子节妇那样感动天地的感动了东洋爸爸们，很快的他们会询问她，释放她,LS
“请等一等，我回禀一声去！“,LS
低着头，他还喊叫那几句话,LS
这会儿，她知道儿子快要回到她的身边来了，她的眼睛几乎要冒出火星来,LS
同时，他决定好，无论受什么样的苦处，他须保持住不投降不失节的志气,LS
“小顺儿的妈！“老人的眼还看着孙子，而向孙媳说：“你倒是先给他打点水，泡点茶呀！“,LS
他一会儿要落泪，一会儿又要笑出来，象个小三花脸,LS
对那些老汉奸们，他可以用轻蔑与冷笑把他们放逐到地狱里去，他可是不能这么轻易的放过牛教授,LS
好在只有二十多家，一天足以跑到了,LS
她的生命分成了两半儿，一半已经死去，另一半还活着,LS
她的气派还很大，于是也就更可笑,LS
找到了韵梅，他把刚才吵嘴的事已经忘净，很简单而扼要的把事情告诉明白了她,LS
大赤包把指向烟灯的手收回来，面对着晓荷，“你个松头日脑的东西！女儿，女儿，都叫人家给霸占了，你还王八大缩头呢！你是人不是？是人不是？说！“,LS
我猜呀，大概死的那几个都是中国人，所以日本人没把这件事放在心上,LS
“妞妞不坐汽车，不结婚；妞妞要吃白面的馒头！“天佑太太又没了话说,LS
人呢？他自己为什么只呆呆的看着一对灰鹤，而不去赶走那些杀人的魔鬼呢？他不想去看文艺界的大会了,LS
老人望着他的后影，还微笑着，好象便衣的余威未尽，而老人的谦卑是无限的,LS
假若有人不晓得这个，而紧跟她说，并且要求她回答，她便红了脸而更说不出来,LS
几次他要说话，几次都把嘴唇刚张开就又闭紧,LS
他已说服了一个青年，他将在这里等候着更多的人，用他的一口气坚强他们，鼓励他们，直到那口气被敌人打断,LS
他知道，一个英国人，即使是一个喜爱东方的英国人，象富善先生，必定是重实际的,LS
她渴想看到妈妈，可是无论怎么打听，也不晓得妈妈是在哪里圈着,LS
她知道，假若家里马上再落了白事，瑞宣就毫无办法了,LS
丁约翰塞到长顺的衣袋里一块钱,LS
白塔的金刹顶，故宫的黄琉璃瓦，都在春天的阳光下闪闪发光,LS
瑞宣在院子里转来转去，绕了好几个圈，打窗户外向里望了望，母亲和媳妇还坐在床头上瞧着妞子,LS
“真没想到啊！真没想到！就凭咱们九城八条大街，东单西四鼓楼前，有这么多人，就会干不过小日本，就会教他们治得这么苦！好好的一家人，就这么接二连三的会死光！好啦，祁大爷，你找姓陈的去！钱，我拿；可是得教他知道！明人不能把钱花在暗地里！“,LS
腋下夹着那几本点名册子，向左歪着脸，好教向上吊着的那只眼能对准了大家，他发着威说：“用不着点名，谁没来我都知道！一定开除！日本友军在城里，你们要是不和友军合作，就是自讨无趣！友军能够对你们很客气，也能够十分的严厉！你们要看清楚！为不参加游行而被开除的，我必报告给日本方面，日本方面就必再通知北平所有的学校，永远不收容他,LS
他的确是一片热诚的来给姐丈送钱，为是博得姐丈的欢心，谁知道结果会是碰了一鼻子灰,LS
“老二！“祁老人叫常二爷,LS
“不走就不走！“蓝先生狠命的吸了一口烟，把烟头摔在地上，把脑袋又钻到被子里面去,LS
他也想象到怎样顺手儿教训教训那些人模狗样的科长科员们：“别看我的衣裳破，一肚子窝窝头，我不给日本人磕头请安！他妈的，你们一个个的皮鞋呢帽啷当的，孙子，你们是孙子！听明白没有？你们是孙子，孙泥！“,LS
今天，听到瑞丰的一片话，他都没往心里放,LS
“就是了，四大爷！我沏好了茶等着你！“掌柜的转身回去,LS
“好啦！好啦！“冠先生觉得小崔挨了打，事情就该结束了，他过来把大赤包拉开,LS
她本想告诉高第：光是你妈妈，我已经受不了，况且你妈妈又作了所长呢！可是，话都到嘴边上了，她把它截住,LS
她和李空山，从现在起，已是势不两立！,LS
她只能感激他，不能因为一些臭灰沙而说闲话,LS
白巡长往西头走，金三不知不觉地也跟着他走了过去,LS
离开那没有国旗的家门吧，别再恋恋不舍！,LS
她的每一件发明，都马上成为风气,LS
另一方面，日本军队在北平四围的屠杀，教乡民们无法不放弃了家与田园，到北平城里来避难,LS
排在队伍中的不敢往左右看，路上的行人也不敢向队伍看,LS
大家都看出来：北平是越来越穷了，人们也越会卖东西，和买东西——卖了顶好的，买次好的；卖了次好的，买不甚好的；卖了不甚好的，买坏的……同行的一多，势必发生竞争,LS
直起身，她向瑞宣这边走过来，走得很快,LS
忍受到几时？是否能忍受得过去？他们已活了六七十年，可是剩下的几年却毫不能自主；即使他们希望不久就入墓，而墓地已经属于敌人！他们不知如何是好！,LS
他忘了身上没有一个钱,LS
可是白巡长与邻居们的“劝进“，使他无可如何,LS
“休书，她未必肯接受,LS
可是，他胆子小，他怕，怕出去一奔走，把自己也饶在了里面,LS
这是什么世界呢？他的理想，他的一生的努力要强，全完了！他已是个被圈在自己家里的囚犯！他极快的检讨自己一生的所作所为，他找不到一点应当责备自己的事情,LS
她还清楚的记得沈阳的“小河沿“，至少她希望能再看看“小河沿“的光景,LS
没有父母，没有兄弟姊妹亲戚；睁开眼，世界是个空的,LS
他觉得韵梅的举动，在本质上说，几乎可与钱先生，钱仲石，刘师傅的反抗归到一类去了,LS
这样耽误了一会儿，约摸着院中的人若是在后边监视他，必定已经看清楚他的不慌不忙，而且也相信了他是木厂子的人，他才伸了伸腰，慢慢立起来，走开,LS
他想：日本人一时绝难派遣成千成万的官吏来，而必然要用些不抗日的人们去办事,LS
“前天夜里，“他低声的安详的说：“我睡不着,LS
大赤包派他去“制造“暗娼，他便一方面去工作，一方面向李空山献媚：“李科长，又有个新计划，不知尊意如何？每逢有新下海的暗门子，我先把她带到这里来，由科长给施行洗礼，怎样？“,LS
而后，把捎马子拉平，坐在上面，背倚着墙角，假装打瞌睡,LS
讲道理，劝慰，饱不了肚皮,LS
发牌的时候，他随便的翻看别家的牌，而且扯着脸说：“喝，你有一对红桃儿爱司！“把牌发好，他还要翻开余牌的第一张看个清楚,LS
小顺儿与妞子是将来的人,LS
诗人们要载酒登高，或到郊外去欣赏红叶,LS
“说！说这是怎回事！什么遭报不遭报？我为什么遭报？我没作过伤天害理的事！“,LS
相声方六和许多别的人，都静悄悄站在院子里,LS
“药贵呀！上海的仗老打不完，药来不了！“,LS
“算了！算了！我完全不相信你的话，可是我佩服你的信念坚定！好啦，今天不再谈，以后咱们有的是机会开辩论会,LS
第二，明月和尚目前不便多活动，老有特务盯着；第三，瑞全的工作重点在城外，不能常回北平来；第四，瑞宣应当接替钱先生，当好地下报刊的编辑，想法把稿件送出城去,LS
不，他不能就这么不言不语的教老二夫妇搬出去,LS
这不是个恶梦么？变动，谁能拦得住变动呢？可是，变动依然是存在；尊严的坛园可以变为稀脏乌乱的小市；而市场，不管怎么污浊纷乱，总是生命的集合所在呀！今天，小崔却躺在这里，没了命,LS
瑞丰忽然作了科长，忘了天多高，地多厚,LS
大家一见李老人出头，心中都感到舒服,LS
可是，对于新书，他又不敢翻动,LS
他想象着，门一响就会招来枪弹！他须勇敢，也必须小心,LS
“可笑的事情多着呢,LS
他总以为战争，灾患，不过都是一时的事；那永远不改的事却是无论在什么时候，人们都该行好作善，好使自己纵然受尽人间的苦处，可是死后会不至于受罪,LS
他只记得那是一座大楼，仿佛象学校的样子,LS
有了那张帖儿，老三的下落也就有了,LS
每一阵狂风都使他感到渺茫，忘了方向，忘了自己是在哪里，而只觉得有千万个细小的针尖刺着他的全身,LS
他们忙着要把零碎东西卖掉，换点现钱好回日本去,LS
进门来，他便半坐半卧的倒在沙发上，一语不发,LS
他非常的喜欢来看姐姐与姐丈，因为即使正赶上姐丈也断了粮，到底他们还可以上下古今的闲扯——他管这个闲扯叫作“磨一磨心上的锈“,LS
在他的心中，地上还是躺着那个中年人，墙角还坐着那一对青年男女,LS
最后，那驰名的“白杏“用绵纸遮护着下了市，好象大器晚成似的结束了杏的季节,LS
他，除了对于房产的买与卖，没有什么富裕的知识,LS
他以为大哥的迷迷糊糊是因为他的事,LS
近些年来，揉铁球的人越来越少了，保定与北平人的关系也就越发模糊不清了,LS
孙七向来没看见过这样不体面的冠晓荷,LS
沉静了好久，有人低声的说：“赞成开学！“,LS
他想不清楚，不敢判断什么,LS
凑巧，六号住的丁约翰回来了,LS
刚才你看见了那位和尚？“老人指了指前殿,LS
钻出来，一个枪弹从她的耳旁打过去,LS
电线随着小风颤动，发出一些响声,LS
她还没觉得疼痛，因为她的全身，和她的心，都已麻木；惊恐使神经暂时的死去,LS
野求低下身去，一面央求，一面希望看到姐丈的脸,LS
她想说：“连祖父都喝不着好茶叶，你要是懂人事，怎么不买来点儿呢？“可是，想了一想，她又告诉自己：“何必呢，大节下的！再说，他无情，难道我就非无义不可吗？“这么想开，她把水壶坐在火炉上,LS
在这种时候，他完全忘了他的肉体；假若无意中摸到衣服或身体，他会忽然的颤抖一下，象受了惊似的,LS
他觉得中国毫无希望，因为中国政府没有给他官儿作！再向前发展，他觉得英国法国都可爱，假若英国法国能给他个官职,LS
他们会把我那孩子折磨死！您倒好——为了三所房子，绝了钱家的后！“,LS
“常老二！你可好哇？“,LS
快到天亮，屋中的热气散尽，也有了点凉风，大家才昏昏的睡去,LS
她虽还是病病歪歪的，而心里很精细，问了国事，再问铺子的情形,LS
“他们跟我讲道！“,LS
“怎么死的？“瑞宣揉着胸口问,LS
我们俩没出过坏主意，陷害别人！我和高第想把这点意思告诉给钱老太太，可是看她哭得死去活来的，实在没法子张嘴,LS
前面的兵由车上跳下来，把刺刀安上,LS
他不管丁约翰懂不懂，也不管他爱不爱听，详详细细对他讲开了世界大势，末了告诉丁约翰：“白巡长和街坊们做得对，错的是你,LS
瑞全一歪肩，把行李摔在地上,LS
他的脸突然的红了，紧跟着又白起来,LS
他看见过许多三十多岁，精明有为的人，因为放弃了书本，而慢慢的变得庸俗不堪,LS
“不上哪儿！他说，他不再回来了！教我在将来报户口的时候，不要写上他；他不算我家的人了！“钱先生的语声虽低，而眼中发着点平日所没有的光；这点光里含着急切，兴奋，还有点骄傲,LS
但是，不行，沉默到底不能代替烧饼！他忘了大赤包，忘了一切，只觉得他马上有饿死的危险,LS
赶到酒菜的香味把他的馋涎招出来，他才猛孤丁的夹一大箸子菜，放在口里，旁若无人的大嚼大咽,LS
瑞宣病倒，祁老人也时常卧在炕上，不说什么，而胡子嘴轻轻的动,LS
他恨瑞丰，因为瑞丰没有给他运动上中学校长,LS
瑞宣半天没能回出话来,LS
所以，北平只是军事的占领，一切都莫名其妙的停顿下来,LS
他的第一篇文章里有这样的句子：“夫大赤包者，绰号也,LS
我刚才说，因为我抽大烟，日本人对我还算不错,LS
瑞宣的手摸着脸，细细的思索,LS
她爬下，用手用膝往前走，走到若霞的身旁,LS
平日，孙七虽然和小文并没什么恶感，可是也没有什么交情,LS
费了许多工夫与方法，最后把它们团成了一大块，放在案板上,LS
不能走的，我请求大家象被奸污了的寡妇似的，为她的小孩子忍辱活下去,LS
他一向以为自己是受压迫的，因为他的文稿时常因文字不通而被退回来；今天，冠先生从他一进门便呼他为诗人，而且在吃过两杯酒以后，要求他朗读一两首他自己的诗,LS
大槐树的绿色照在她的脸上，给皮肤上的黄亮光儿减去一些，有皱纹的地方都画上一些暗淡的细道儿,LS
那时候，我是视死如归，只求快快的与敌人同归于尽,LS
天佑太太虽然身体好了一点，可是无事可作,LS
看她的半死半活的样子，他想起钱默吟太太来,LS
假若他们一声不出的，若无其事的，接受胜利，北平人是会假装不知道而减少对征服者的反感的,LS
他自己不愿再哭，可是泪已不受控制，一串串的往下流,LS
老人没说什么，随着长孙往家中走：“那个老太太说什么来着？“,LS
欺诈是最危险的事，因为它会翻过头来骗你自己,LS
谁敢保险日本人不也强迫他去下水呢？是的，假若他们用手枪来威胁他，他会为了气节，挺起胸来吃一枪弹,LS
假若他们不知道别的，他们却知道日本人不讲理,LS
东阳在这几天，差不多是背生芒刺，坐卧不安,LS
他觉得自己的床比什么都更可爱，它软软的托着他的全身，使身上一切的地方都有了着落，而身上有了靠头，心里也就得到了安稳与舒适,LS
这样一想，天佑才又挺一挺腰板，从口中吐出一股很长的白气来,LS
他们自己的肚子的饥鸣，与儿女们的悲啼，比一切都更重要，都须最先解决,LS
我可是还有个老婆呢！她不准我摆香烟摊子！除非我弄到个相当体面的差事，她不再见我！“说到这里，老二居然动了感情，眼里湿了一些，很有落下一两颗泪珠的可能,LS
“这话对，对！“晓荷点头咂嘴的说,LS
“大家都说，都说……“她低下头去，楞着,LS
“外婆有一点钱，“长顺低声的，呜囔着鼻子说：“都是法币,LS
他口中说“国家民族“，他心中却只知道他自己,LS
“不要问那个！“小文皱上点眉,LS
那便是他的田，他的货物,LS
那里的人是默吟与孟石，他们有的是茶，酒，书，画，虽然也许没有隔宿的粮米,LS
他们，所以，必须关起她来,LS
甘心作奴隶的人是不会豪放的；敢一掷千金的人必不肯由敌人手下乞求一块昭和糖吃,LS
躺在床上，第一个来到心中的念头是：“我叫老三逃出去的！“这使他得意，自傲,LS
瘦子的笑容更扩大了，假若刚才还带有不放心的意思，现在仿佛是已把心放下去,LS
“好，我实话实说！有那末一笔钱，我接到了,LS
他是新的中国人，他一向不过度的重视男女间的结合与分散,LS
小文为人也不错，但是他依旧揣着手不多说多道,LS
“默吟！你再不说话，我可就跪在当街了！“野求苦苦的央告,LS
瑞宣已经接替钱先生，负责编辑地下报刊，所以得加倍小心,LS
一个日本教官跳起来，手一扬，喊了声：“好的！“屋里边开了枪，小姑娘，口中还冒着点白气，象块木板似的，往前栽倒,LS
老人瞧着儿媳妇叹了口气，非常温和地说：“别再哭了，小三回来了——还不该高兴高兴吗？“,LS
“大哥，求你一件事,LS
他们由军警押着向中海走,LS
杀！他们既是负数，就绝对没有廉耻,LS
“爷爷赶紧道歉：“好，等一等，让我再好好想想，一定要给你起个好名字,LS
远处来了一队小学生,LS
然后他又邀了李四大妈，程长顺和小羊圈所有的街坊邻居,LS
“他们呀，妈妈在家，他们是机器；妈妈一出去，他们便自己放了假！他们怕妈妈，而不喜爱她！“,LS
现在，他明知道家中没有多少煤，他必须蜷卧在炕上，给家中省下一炉儿火,LS
不论在街上遛弯儿，还是在茶馆里坐着，他总留着神寻觅，找他极敬慕的这位亲家,LS
日本人把全城所有的广播收音机都没收了去，而后勒令每一个院子要买一架日本造的，四个灯的，只能收本市与冀东的收音机,LS
东阳鞠躬请菊池致词,LS
他没想到那能是老三,LS
“误会？就误会到底吧！除非历史都是说谎，有那么一天，咱们会晓得什么是误会！“,LS
这个机构很难产出，因为日本军人根本讨厌政治，根本不愿意教类似政治的东西拘束住他们的肆意烧杀,LS
可是，西院的哭声确是使他把汗擦在裤子上的原因,LS
名片上只有“富善“两个大黑字,LS
假若他不能原谅日本男人，他也不便轻易的饶恕她们,LS
是的，这件袍子还没穿过多少次，一来因为他是作生意的，不能穿得太阔气了，二来因为上边还有老父亲，他不便自居年高，随便穿上狐皮——虽然这是件皮板并不十分整齐值钱的狐皮袍,LS
楞了一会儿，他的小干脸上发了亮，他想明白啦：他的决定必是无懈可击的完全合理，否则凭老大的精明，决不会这么容易点头吧！有了这点了解，他觉得老大实在有可爱的地方；于是，他决定乘热打铁，把话都说净,LS
但是，假若他的面貌可憎，他的手就更不得人缘；他的手不肯往外掏钱,LS
近几年来，他的官运不甚好，所以他厌恶南京政府，而每日与失意的名士，官僚，军阀，鬼混,LS
他自己呢？没有决定，没有信心，没有可以一直走下去的道路！他或者永远不会被捕，不会受刑，可是也永远没有快乐！他的“心“受着苦刑！他切盼看到钱先生，畅谈一回,LS
在失望之中，他再细细玩味那些空话——它们到底是同情中国与公理的，他又高了兴,LS
冠先生可是没对瑞丰提起新民会来，因为他自己既正在奔走中，不便教瑞丰知道了也去进行，和他竞争；什么地方该放胆宣传，什么地方该保守秘密，冠先生的心中是大有分寸的,LS
在他的心里，他知道自己恐怕不久于人世了,LS
当钱先生走进来的时候，他还看着那卷诗，仿佛他的心已随着诗飞到很远的地方，而忘了眼前的一切,LS
是的，他须把血肉掷给敌人，用勇敢和正义结束了这个身躯！一股热气充满了他的胸膛，他笑出了声,LS
现在，她没有了办法,LS
“还是这样好！我的命是白拣来的，不能只消磨在抱孙子上！我应当庆祝自己有这样的狠心——敌人比我更狠得多呀！“看了看酒瓶，他想再喝一杯,LS
“说吧，亲家，你的事就是我的事！“金三爷掏出烟袋来，慢慢的拧烟,LS
怎么写状纸呢？他不会,LS
“就这么办吧，大嫂，再给沏点儿茶,LS
极快的他想到：假若他自己死了，小顺儿和妞子应当怎样呢？他们，哼，必定扯着妈妈的衣襟，出来进去的啼哭，一定！中国人会哭，毫不掩饰的哭！日本人，连小孩子，都知道怎么把泪存在心里！可是，难道为伤心而啼哭，不是更自然，更近乎人情吗？难道忍心去杀人与自杀不更野蛮吗？还没能给自己一个合适的回答，他听见了一号的门开了，两扇门都开了,LS
爱和平的人而没有勇敢，和平便变成屈辱，保身便变为偷生,LS
“打败了的狗只有夹着尾巴往家中跑，别无办法！“他低声的告诉自己,LS
